# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: SQM_LU-MacLeish
# Data supplier: Mariana Abarca / Smith College Biology Department
# Location name: Smith College - MacLeish Field Station
# Position: 42.449183, -72.679909, 170
# Local timezone: UTC-4
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 5796
# SQM firmware version: 79
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000079,00005796
# SQM readout test rx: r, 09.39m,0000017207Hz,0000000000c,0000000.000s, 020.6C
# SQM readout test cx: c,00000019.97m,0000215.540s, 020.3C,00000008.71m, 020.9C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-06-25T23:31:48.000;2024-06-25T19:31:48.000;21.20;0.000;2818.000;11.350
2024-06-25T23:31:53.000;2024-06-25T19:31:53.000;20.90;0.000;2829.000;11.350
2024-06-25T23:31:58.000;2024-06-25T19:31:58.000;21.20;0.000;2818.000;11.350
2024-06-25T23:32:03.000;2024-06-25T19:32:03.000;21.20;0.000;2829.000;11.350
2024-06-25T23:32:08.000;2024-06-25T19:32:08.000;21.20;0.000;2820.000;11.350
2024-06-25T23:32:13.000;2024-06-25T19:32:13.000;21.20;0.000;2830.000;11.350
2024-06-25T23:32:18.000;2024-06-25T19:32:18.000;20.90;0.000;2821.000;11.350
2024-06-25T23:32:23.000;2024-06-25T19:32:23.000;20.90;0.000;2829.000;11.350
2024-06-25T23:32:28.000;2024-06-25T19:32:28.000;20.90;0.000;2823.000;11.350
2024-06-25T23:32:33.000;2024-06-25T19:32:33.000;21.20;0.000;2831.000;11.350
2024-06-25T23:32:38.000;2024-06-25T19:32:38.000;21.20;0.000;2822.000;11.350
2024-06-25T23:32:43.000;2024-06-25T19:32:43.000;21.20;0.000;2833.000;11.340
2024-06-25T23:32:48.000;2024-06-25T19:32:48.000;21.20;0.000;2823.000;11.350
2024-06-25T23:32:53.000;2024-06-25T19:32:53.000;20.90;0.000;2835.000;11.340
2024-06-25T23:32:58.000;2024-06-25T19:32:58.000;21.20;0.000;2825.000;11.350
2024-06-25T23:33:03.000;2024-06-25T19:33:03.000;21.20;0.000;2833.000;11.340
2024-06-25T23:33:08.000;2024-06-25T19:33:08.000;20.90;0.000;2827.000;11.350
2024-06-25T23:33:13.000;2024-06-25T19:33:13.000;20.90;0.000;2834.000;11.340
2024-06-25T23:33:18.000;2024-06-25T19:33:18.000;21.20;0.000;2829.000;11.350
2024-06-25T23:33:23.000;2024-06-25T19:33:23.000;20.90;0.000;2836.000;11.340
2024-06-25T23:33:28.000;2024-06-25T19:33:28.000;21.20;0.000;2827.000;11.350
2024-06-25T23:33:33.000;2024-06-25T19:33:33.000;21.20;0.000;2838.000;11.340
2024-06-25T23:33:38.000;2024-06-25T19:33:38.000;21.20;0.000;2829.000;11.350
2024-06-25T23:33:43.000;2024-06-25T19:33:43.000;21.20;0.000;2840.000;11.340
2024-06-25T23:33:48.000;2024-06-25T19:33:48.000;20.90;0.000;2832.000;11.340
2024-06-25T23:33:53.000;2024-06-25T19:33:53.000;21.20;0.000;2839.000;11.340
2024-06-25T23:33:58.000;2024-06-25T19:33:58.000;20.90;0.000;2834.000;11.340
2024-06-25T23:34:03.000;2024-06-25T19:34:03.000;21.20;0.000;2840.000;11.340
2024-06-25T23:34:08.000;2024-06-25T19:34:08.000;20.90;0.000;2834.000;11.340
2024-06-25T23:34:13.000;2024-06-25T19:34:13.000;21.20;0.000;2842.000;11.340
2024-06-25T23:34:18.000;2024-06-25T19:34:18.000;21.20;0.000;2834.000;11.340
2024-06-25T23:34:23.000;2024-06-25T19:34:23.000;21.20;0.000;2843.000;11.340
2024-06-25T23:34:28.000;2024-06-25T19:34:28.000;21.20;0.000;2836.000;11.340
2024-06-25T23:34:33.000;2024-06-25T19:34:33.000;20.90;0.000;2844.000;11.340
2024-06-25T23:34:38.000;2024-06-25T19:34:38.000;21.20;0.000;2838.000;11.340
2024-06-25T23:34:43.000;2024-06-25T19:34:43.000;21.20;0.000;2842.000;11.340
2024-06-25T23:34:48.000;2024-06-25T19:34:48.000;21.20;0.000;2839.000;11.340
2024-06-25T23:34:53.000;2024-06-25T19:34:53.000;20.90;0.000;2844.000;11.340
2024-06-25T23:34:58.000;2024-06-25T19:34:58.000;20.90;0.000;2838.000;11.340
2024-06-25T23:35:03.000;2024-06-25T19:35:03.000;21.20;0.000;2845.000;11.340
2024-06-25T23:35:08.000;2024-06-25T19:35:08.000;21.20;0.000;2838.000;11.340
2024-06-25T23:35:13.000;2024-06-25T19:35:13.000;20.90;0.000;2846.000;11.340
2024-06-25T23:35:18.000;2024-06-25T19:35:18.000;21.20;0.000;2840.000;11.340
2024-06-25T23:35:23.000;2024-06-25T19:35:23.000;21.20;0.000;2845.000;11.340
2024-06-25T23:35:28.000;2024-06-25T19:35:28.000;21.20;0.000;2842.000;11.340
2024-06-25T23:35:33.000;2024-06-25T19:35:33.000;20.90;0.000;2844.000;11.340
2024-06-25T23:35:38.000;2024-06-25T19:35:38.000;20.90;0.000;2843.000;11.340
2024-06-25T23:35:43.000;2024-06-25T19:35:43.000;21.20;0.000;2847.000;11.340
2024-06-25T23:35:48.000;2024-06-25T19:35:48.000;21.20;0.000;2841.000;11.340
2024-06-25T23:35:53.000;2024-06-25T19:35:53.000;20.90;0.000;2848.000;11.330
2024-06-25T23:35:58.000;2024-06-25T19:35:58.000;20.90;0.000;2843.000;11.340
2024-06-25T23:36:03.000;2024-06-25T19:36:03.000;21.20;0.000;2850.000;11.330
2024-06-25T23:36:08.000;2024-06-25T19:36:08.000;21.20;0.000;2845.000;11.340
2024-06-25T23:36:13.000;2024-06-25T19:36:13.000;20.90;0.000;2848.000;11.330
2024-06-25T23:36:18.000;2024-06-25T19:36:18.000;20.90;0.000;2847.000;11.340
2024-06-25T23:36:23.000;2024-06-25T19:36:23.000;21.20;0.000;2848.000;11.330
2024-06-25T23:36:28.000;2024-06-25T19:36:28.000;20.90;0.000;2846.000;11.340
2024-06-25T23:36:33.000;2024-06-25T19:36:33.000;20.90;0.000;2850.000;11.330
2024-06-25T23:36:38.000;2024-06-25T19:36:38.000;20.90;0.000;2846.000;11.340
2024-06-25T23:36:43.000;2024-06-25T19:36:43.000;20.90;0.000;2853.000;11.330
2024-06-25T23:36:48.000;2024-06-25T19:36:48.000;21.20;0.000;2849.000;11.330
2024-06-25T23:36:53.000;2024-06-25T19:36:53.000;20.90;0.000;2853.000;11.330
2024-06-25T23:36:58.000;2024-06-25T19:36:58.000;21.20;0.000;2852.000;11.330
2024-06-25T23:37:03.000;2024-06-25T19:37:03.000;20.90;0.000;2853.000;11.330
2024-06-25T23:37:08.000;2024-06-25T19:37:08.000;20.90;0.000;2853.000;11.330
2024-06-25T23:37:13.000;2024-06-25T19:37:13.000;21.20;0.000;2853.000;11.330
2024-06-25T23:37:18.000;2024-06-25T19:37:18.000;21.20;0.000;2851.000;11.330
2024-06-25T23:37:23.000;2024-06-25T19:37:23.000;21.20;0.000;2855.000;11.330
2024-06-25T23:37:28.000;2024-06-25T19:37:28.000;21.20;0.000;2852.000;11.330
2024-06-25T23:37:33.000;2024-06-25T19:37:33.000;21.20;0.000;2857.000;11.330
2024-06-25T23:37:38.000;2024-06-25T19:37:38.000;20.90;0.000;2855.000;11.330
2024-06-25T23:37:43.000;2024-06-25T19:37:43.000;20.90;0.000;2857.000;11.330
2024-06-25T23:37:48.000;2024-06-25T19:37:48.000;21.20;0.000;2857.000;11.330
2024-06-25T23:37:53.000;2024-06-25T19:37:53.000;20.90;0.000;2856.000;11.330
2024-06-25T23:37:58.000;2024-06-25T19:37:58.000;21.20;0.000;2858.000;11.330
2024-06-25T23:38:03.000;2024-06-25T19:38:03.000;20.90;0.000;2859.000;11.330
2024-06-25T23:38:08.000;2024-06-25T19:38:08.000;21.20;0.000;2856.000;11.330
2024-06-25T23:38:13.000;2024-06-25T19:38:13.000;21.20;0.000;2860.000;11.330
2024-06-25T23:38:18.000;2024-06-25T19:38:18.000;20.90;0.000;2858.000;11.330
2024-06-25T23:38:23.000;2024-06-25T19:38:23.000;21.20;0.000;2861.000;11.330
2024-06-25T23:38:28.000;2024-06-25T19:38:28.000;21.20;0.000;2859.000;11.330
2024-06-25T23:38:33.000;2024-06-25T19:38:33.000;21.20;0.000;2860.000;11.330
2024-06-25T23:38:38.000;2024-06-25T19:38:38.000;21.20;0.000;2861.000;11.330
2024-06-25T23:38:43.000;2024-06-25T19:38:43.000;20.90;0.000;2859.000;11.330
2024-06-25T23:38:48.000;2024-06-25T19:38:48.000;20.90;0.000;2861.000;11.330
2024-06-25T23:38:53.000;2024-06-25T19:38:53.000;20.90;0.000;2861.000;11.330
2024-06-25T23:38:58.000;2024-06-25T19:38:58.000;21.20;0.000;2859.000;11.330
2024-06-25T23:39:03.000;2024-06-25T19:39:03.000;20.90;0.000;2863.000;11.330
2024-06-25T23:39:08.000;2024-06-25T19:39:08.000;21.20;0.000;2861.000;11.330
2024-06-25T23:39:13.000;2024-06-25T19:39:13.000;21.20;0.000;2864.000;11.330
2024-06-25T23:39:18.000;2024-06-25T19:39:18.000;20.90;0.000;2861.000;11.330
2024-06-25T23:39:23.000;2024-06-25T19:39:23.000;21.20;0.000;2862.000;11.330
2024-06-25T23:39:28.000;2024-06-25T19:39:28.000;20.90;0.000;2862.000;11.330
2024-06-25T23:39:33.000;2024-06-25T19:39:33.000;20.90;0.000;2862.000;11.330
2024-06-25T23:39:38.000;2024-06-25T19:39:38.000;21.20;0.000;2861.000;11.330
2024-06-25T23:39:43.000;2024-06-25T19:39:43.000;21.20;0.000;2862.000;11.330
2024-06-25T23:39:48.000;2024-06-25T19:39:48.000;20.90;0.000;2859.000;11.330
2024-06-25T23:39:53.000;2024-06-25T19:39:53.000;20.90;0.000;2861.000;11.330
2024-06-25T23:39:58.000;2024-06-25T19:39:58.000;20.90;0.000;2859.000;11.330
2024-06-25T23:40:03.000;2024-06-25T19:40:03.000;21.20;0.000;2860.000;11.330
2024-06-25T23:40:08.000;2024-06-25T19:40:08.000;20.90;0.000;2859.000;11.330
2024-06-25T23:40:13.000;2024-06-25T19:40:13.000;20.90;0.000;2857.000;11.330
2024-06-25T23:40:18.000;2024-06-25T19:40:18.000;21.20;0.000;2859.000;11.330
2024-06-25T23:40:23.000;2024-06-25T19:40:23.000;21.20;0.000;2858.000;11.330
2024-06-25T23:40:28.000;2024-06-25T19:40:28.000;21.20;0.000;2856.000;11.330
2024-06-25T23:40:33.000;2024-06-25T19:40:33.000;21.20;0.000;2857.000;11.330
2024-06-25T23:40:38.000;2024-06-25T19:40:38.000;20.90;0.000;2856.000;11.330
2024-06-25T23:40:43.000;2024-06-25T19:40:43.000;21.20;0.000;2857.000;11.330
2024-06-25T23:40:48.000;2024-06-25T19:40:48.000;20.90;0.000;2857.000;11.330
2024-06-25T23:40:53.000;2024-06-25T19:40:53.000;21.20;0.000;2855.000;11.330
2024-06-25T23:40:58.000;2024-06-25T19:40:58.000;20.90;0.000;2856.000;11.330
2024-06-25T23:41:03.000;2024-06-25T19:41:03.000;20.90;0.000;2854.000;11.330
2024-06-25T23:41:08.000;2024-06-25T19:41:08.000;21.20;0.000;2857.000;11.330
2024-06-25T23:41:13.000;2024-06-25T19:41:13.000;21.20;0.000;2854.000;11.330
2024-06-25T23:41:18.000;2024-06-25T19:41:18.000;21.20;0.000;2853.000;11.330
2024-06-25T23:41:23.000;2024-06-25T19:41:23.000;20.90;0.000;2854.000;11.330
2024-06-25T23:41:28.000;2024-06-25T19:41:28.000;20.90;0.000;2853.000;11.330
2024-06-25T23:41:33.000;2024-06-25T19:41:33.000;21.20;0.000;2854.000;11.330
2024-06-25T23:41:38.000;2024-06-25T19:41:38.000;21.20;0.000;2853.000;11.330
2024-06-25T23:41:43.000;2024-06-25T19:41:43.000;21.20;0.000;2850.000;11.330
2024-06-25T23:41:48.000;2024-06-25T19:41:48.000;20.90;0.000;2853.000;11.330
2024-06-25T23:41:53.000;2024-06-25T19:41:53.000;20.90;0.000;2849.000;11.330
2024-06-25T23:41:58.000;2024-06-25T19:41:58.000;20.90;0.000;2850.000;11.330
2024-06-25T23:42:03.000;2024-06-25T19:42:03.000;21.20;0.000;2849.000;11.330
2024-06-25T23:42:08.000;2024-06-25T19:42:08.000;20.90;0.000;2848.000;11.330
2024-06-25T23:42:13.000;2024-06-25T19:42:13.000;20.90;0.000;2848.000;11.330
2024-06-25T23:42:18.000;2024-06-25T19:42:18.000;20.90;0.000;2848.000;11.330
2024-06-25T23:42:23.000;2024-06-25T19:42:23.000;21.20;0.000;2848.000;11.330
2024-06-25T23:42:28.000;2024-06-25T19:42:28.000;21.20;0.000;2848.000;11.330
2024-06-25T23:42:33.000;2024-06-25T19:42:33.000;20.90;0.000;2845.000;11.340
2024-06-25T23:42:38.000;2024-06-25T19:42:38.000;21.20;0.000;2849.000;11.330
2024-06-25T23:42:43.000;2024-06-25T19:42:43.000;21.20;0.000;2844.000;11.340
2024-06-25T23:42:48.000;2024-06-25T19:42:48.000;20.90;0.000;2846.000;11.340
2024-06-25T23:42:53.000;2024-06-25T19:42:53.000;20.90;0.000;2844.000;11.340
2024-06-25T23:42:58.000;2024-06-25T19:42:58.000;21.20;0.000;2844.000;11.340
2024-06-25T23:43:03.000;2024-06-25T19:43:03.000;21.20;0.000;2845.000;11.340
2024-06-25T23:43:08.000;2024-06-25T19:43:08.000;21.20;0.000;2846.000;11.340
2024-06-25T23:43:13.000;2024-06-25T19:43:13.000;20.90;0.000;2843.000;11.340
2024-06-25T23:43:18.000;2024-06-25T19:43:18.000;21.20;0.000;2845.000;11.340
2024-06-25T23:43:23.000;2024-06-25T19:43:23.000;21.20;0.000;2840.000;11.340
2024-06-25T23:43:28.000;2024-06-25T19:43:28.000;20.90;0.000;2845.000;11.340
2024-06-25T23:43:33.000;2024-06-25T19:43:33.000;20.90;0.000;2841.000;11.340
2024-06-25T23:43:38.000;2024-06-25T19:43:38.000;20.90;0.000;2842.000;11.340
2024-06-25T23:43:43.000;2024-06-25T19:43:43.000;20.90;0.000;2841.000;11.340
2024-06-25T23:43:48.000;2024-06-25T19:43:48.000;20.90;0.000;2842.000;11.340
2024-06-25T23:43:53.000;2024-06-25T19:43:53.000;20.90;0.000;2840.000;11.340
2024-06-25T23:43:58.000;2024-06-25T19:43:58.000;21.20;0.000;2842.000;11.340
2024-06-25T23:44:03.000;2024-06-25T19:44:03.000;21.20;0.000;2837.000;11.340
2024-06-25T23:44:08.000;2024-06-25T19:44:08.000;21.20;0.000;2842.000;11.340
2024-06-25T23:44:13.000;2024-06-25T19:44:13.000;20.90;0.000;2836.000;11.340
2024-06-25T23:44:18.000;2024-06-25T19:44:18.000;21.20;0.000;2839.000;11.340
2024-06-25T23:44:23.000;2024-06-25T19:44:23.000;21.20;0.000;2835.000;11.340
2024-06-25T23:44:28.000;2024-06-25T19:44:28.000;21.20;0.000;2837.000;11.340
2024-06-25T23:44:33.000;2024-06-25T19:44:33.000;21.20;0.000;2835.000;11.340
2024-06-25T23:44:38.000;2024-06-25T19:44:38.000;21.20;0.000;2837.000;11.340
2024-06-25T23:44:43.000;2024-06-25T19:44:43.000;21.20;0.000;2835.000;11.340
2024-06-25T23:44:48.000;2024-06-25T19:44:48.000;20.90;0.000;2837.000;11.340
2024-06-25T23:44:53.000;2024-06-25T19:44:53.000;21.20;0.000;2831.000;11.350
2024-06-25T23:44:58.000;2024-06-25T19:44:58.000;20.90;0.000;2837.000;11.340
2024-06-25T23:45:03.000;2024-06-25T19:45:03.000;21.20;0.000;2831.000;11.350
2024-06-25T23:45:08.000;2024-06-25T19:45:08.000;20.90;0.000;2835.000;11.340
2024-06-25T23:45:13.000;2024-06-25T19:45:13.000;20.90;0.000;2830.000;11.350
2024-06-25T23:45:18.000;2024-06-25T19:45:18.000;20.90;0.000;2834.000;11.340
2024-06-25T23:45:23.000;2024-06-25T19:45:23.000;21.20;0.000;2830.000;11.350
2024-06-25T23:45:28.000;2024-06-25T19:45:28.000;20.90;0.000;2833.000;11.340
2024-06-25T23:45:33.000;2024-06-25T19:45:33.000;20.90;0.000;2826.000;11.350
2024-06-25T23:45:38.000;2024-06-25T19:45:38.000;20.90;0.000;2833.000;11.340
2024-06-25T23:45:43.000;2024-06-25T19:45:43.000;21.20;0.000;2823.000;11.350
2024-06-25T23:45:48.000;2024-06-25T19:45:48.000;21.20;0.000;2831.000;11.350
2024-06-25T23:45:53.000;2024-06-25T19:45:53.000;20.90;0.000;2822.000;11.350
2024-06-25T23:45:58.000;2024-06-25T19:45:58.000;20.90;0.000;2825.000;11.350
2024-06-25T23:46:03.000;2024-06-25T19:46:03.000;20.90;0.000;2818.000;11.350
2024-06-25T23:46:08.000;2024-06-25T19:46:08.000;20.90;0.000;2821.000;11.350
2024-06-25T23:46:13.000;2024-06-25T19:46:13.000;20.90;0.000;2814.000;11.350
2024-06-25T23:46:18.000;2024-06-25T19:46:18.000;20.90;0.000;2818.000;11.350
2024-06-25T23:46:23.000;2024-06-25T19:46:23.000;21.20;0.000;2808.000;11.350
2024-06-25T23:46:28.000;2024-06-25T19:46:28.000;21.20;0.000;2816.000;11.350
2024-06-25T23:46:33.000;2024-06-25T19:46:33.000;21.20;0.000;2805.000;11.350
2024-06-25T23:46:38.000;2024-06-25T19:46:38.000;21.20;0.000;2811.000;11.350
2024-06-25T23:46:43.000;2024-06-25T19:46:43.000;20.90;0.000;2802.000;11.350
2024-06-25T23:46:48.000;2024-06-25T19:46:48.000;21.20;0.000;2806.000;11.350
2024-06-25T23:46:53.000;2024-06-25T19:46:53.000;20.90;0.000;2799.000;11.360
2024-06-25T23:46:58.000;2024-06-25T19:46:58.000;20.90;0.000;2804.000;11.350
2024-06-25T23:47:03.000;2024-06-25T19:47:03.000;20.90;0.000;2797.000;11.360
2024-06-25T23:47:08.000;2024-06-25T19:47:08.000;20.90;0.000;2803.000;11.350
2024-06-25T23:47:13.000;2024-06-25T19:47:13.000;21.20;0.000;2793.000;11.360
2024-06-25T23:47:18.000;2024-06-25T19:47:18.000;21.20;0.000;2802.000;11.350
2024-06-25T23:47:23.000;2024-06-25T19:47:23.000;20.90;0.000;2791.000;11.360
2024-06-25T23:47:28.000;2024-06-25T19:47:28.000;21.20;0.000;2798.000;11.360
2024-06-25T23:47:33.000;2024-06-25T19:47:33.000;20.90;0.000;2792.000;11.360
2024-06-25T23:47:38.000;2024-06-25T19:47:38.000;20.90;0.000;2796.000;11.360
2024-06-25T23:47:43.000;2024-06-25T19:47:43.000;20.90;0.000;2790.000;11.360
2024-06-25T23:47:48.000;2024-06-25T19:47:48.000;20.90;0.000;2796.000;11.360
2024-06-25T23:47:53.000;2024-06-25T19:47:53.000;20.90;0.000;2788.000;11.360
2024-06-25T23:47:58.000;2024-06-25T19:47:58.000;21.20;0.000;2796.000;11.360
2024-06-25T23:48:03.000;2024-06-25T19:48:03.000;20.90;0.000;2787.000;11.360
2024-06-25T23:48:08.000;2024-06-25T19:48:08.000;20.90;0.000;2797.000;11.360
2024-06-25T23:48:13.000;2024-06-25T19:48:13.000;21.20;0.000;2788.000;11.360
2024-06-25T23:48:18.000;2024-06-25T19:48:18.000;21.20;0.000;2795.000;11.360
2024-06-25T23:48:23.000;2024-06-25T19:48:23.000;21.20;0.000;2788.000;11.360
2024-06-25T23:48:28.000;2024-06-25T19:48:28.000;20.90;0.000;2795.000;11.360
