# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: SQM_LU-MacLeish
# Data supplier: Mariana Abarca / Smith College Biology Department
# Location name: Smith College - MacLeish Field Station
# Position: 42.449183, -72.679909, 170
# Local timezone: UTC-4
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 5796
# SQM firmware version: 79
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000079,00005796
# SQM readout test rx: r, 10.77m,0000004826Hz,0000000000c,0000000.000s, 021.2C
# SQM readout test cx: c,00000019.97m,0000215.540s, 020.3C,00000008.71m, 020.9C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-06-15T23:35:53.000;2024-06-15T19:35:53.000;20.30;0.000;4637.000;10.810
2024-06-15T23:36:03.000;2024-06-15T19:36:03.000;20.30;0.000;4605.000;10.820
2024-06-15T23:36:13.000;2024-06-15T19:36:13.000;20.30;0.000;4662.000;10.810
2024-06-15T23:36:23.000;2024-06-15T19:36:23.000;20.30;0.000;4681.000;10.800
2024-06-15T23:36:33.000;2024-06-15T19:36:33.000;20.30;0.000;4684.000;10.800
2024-06-15T23:36:43.000;2024-06-15T19:36:43.000;20.30;0.000;4631.000;10.810
2024-06-15T23:36:53.000;2024-06-15T19:36:53.000;20.30;0.000;4568.000;10.830
2024-06-15T23:37:03.000;2024-06-15T19:37:03.000;20.30;0.000;4583.000;10.820
2024-06-15T23:37:13.000;2024-06-15T19:37:13.000;20.30;0.000;4583.000;10.820
2024-06-15T23:37:23.000;2024-06-15T19:37:23.000;20.30;0.000;4587.000;10.820
2024-06-15T23:37:33.000;2024-06-15T19:37:33.000;20.30;0.000;4533.000;10.840
2024-06-15T23:37:43.000;2024-06-15T19:37:43.000;20.30;0.000;4518.000;10.840
2024-06-15T23:37:53.000;2024-06-15T19:37:53.000;20.30;0.000;4563.000;10.830
2024-06-15T23:38:03.000;2024-06-15T19:38:03.000;20.30;0.000;4635.000;10.810
2024-06-15T23:38:13.000;2024-06-15T19:38:13.000;20.60;0.000;4658.000;10.810
2024-06-15T23:38:23.000;2024-06-15T19:38:23.000;20.30;0.000;4588.000;10.820
2024-06-15T23:38:33.000;2024-06-15T19:38:33.000;20.30;0.000;4563.000;10.830
2024-06-15T23:38:43.000;2024-06-15T19:38:43.000;20.30;0.000;4559.000;10.830
2024-06-15T23:38:53.000;2024-06-15T19:38:53.000;20.30;0.000;4560.000;10.830
2024-06-15T23:39:03.000;2024-06-15T19:39:03.000;20.30;0.000;4545.000;10.830
2024-06-15T23:39:13.000;2024-06-15T19:39:13.000;20.30;0.000;4477.000;10.850
2024-06-15T23:39:23.000;2024-06-15T19:39:23.000;20.30;0.000;4469.000;10.850
2024-06-15T23:39:33.000;2024-06-15T19:39:33.000;20.30;0.000;4492.000;10.850
2024-06-15T23:39:43.000;2024-06-15T19:39:43.000;20.30;0.000;4556.000;10.830
2024-06-15T23:39:53.000;2024-06-15T19:39:53.000;20.30;0.000;4597.000;10.820
2024-06-15T23:40:03.000;2024-06-15T19:40:03.000;20.30;0.000;4575.000;10.830
2024-06-15T23:40:13.000;2024-06-15T19:40:13.000;20.30;0.000;4576.000;10.820
2024-06-15T23:40:23.000;2024-06-15T19:40:23.000;20.30;0.000;4570.000;10.830
2024-06-15T23:40:33.000;2024-06-15T19:40:33.000;20.30;0.000;4574.000;10.830
2024-06-15T23:40:43.000;2024-06-15T19:40:43.000;20.30;0.000;4446.000;10.860
2024-06-15T23:40:53.000;2024-06-15T19:40:53.000;20.30;0.000;4406.000;10.870
2024-06-15T23:41:03.000;2024-06-15T19:41:03.000;20.30;0.000;4411.000;10.870
2024-06-15T23:41:13.000;2024-06-15T19:41:13.000;20.30;0.000;4407.000;10.870
2024-06-15T23:41:23.000;2024-06-15T19:41:23.000;20.30;0.000;4418.000;10.860
2024-06-15T23:41:33.000;2024-06-15T19:41:33.000;20.30;0.000;4389.000;10.870
2024-06-15T23:41:43.000;2024-06-15T19:41:43.000;20.30;0.000;4448.000;10.850
2024-06-15T23:41:53.000;2024-06-15T19:41:53.000;20.30;0.000;4480.000;10.850
2024-06-15T23:42:03.000;2024-06-15T19:42:03.000;20.30;0.000;4462.000;10.850
2024-06-15T23:42:13.000;2024-06-15T19:42:13.000;20.30;0.000;4387.000;10.870
2024-06-15T23:42:23.000;2024-06-15T19:42:23.000;20.30;0.000;4059.000;10.950
2024-06-15T23:42:33.000;2024-06-15T19:42:33.000;20.30;0.000;4522.000;10.840
2024-06-15T23:42:43.000;2024-06-15T19:42:43.000;20.30;0.000;4519.000;10.840
2024-06-15T23:42:53.000;2024-06-15T19:42:53.000;20.30;0.000;4523.000;10.840
2024-06-15T23:43:03.000;2024-06-15T19:43:03.000;20.30;0.000;4455.000;10.850
2024-06-15T23:43:13.000;2024-06-15T19:43:13.000;20.30;0.000;4441.000;10.860
2024-06-15T23:43:23.000;2024-06-15T19:43:23.000;20.30;0.000;4483.000;10.850
2024-06-15T23:43:33.000;2024-06-15T19:43:33.000;20.30;0.000;4554.000;10.830
2024-06-15T23:43:43.000;2024-06-15T19:43:43.000;20.30;0.000;4592.000;10.820
2024-06-15T23:43:53.000;2024-06-15T19:43:53.000;20.30;0.000;4514.000;10.840
2024-06-15T23:44:03.000;2024-06-15T19:44:03.000;20.30;0.000;4495.000;10.850
2024-06-15T23:44:13.000;2024-06-15T19:44:13.000;20.30;0.000;4492.000;10.850
2024-06-15T23:44:23.000;2024-06-15T19:44:23.000;20.30;0.000;4494.000;10.850
2024-06-15T23:44:33.000;2024-06-15T19:44:33.000;20.30;0.000;4465.000;10.850
2024-06-15T23:44:43.000;2024-06-15T19:44:43.000;20.30;0.000;4397.000;10.870
2024-06-15T23:44:53.000;2024-06-15T19:44:53.000;20.30;0.000;4392.000;10.870
2024-06-15T23:45:03.000;2024-06-15T19:45:03.000;20.30;0.000;4406.000;10.870
2024-06-15T23:45:13.000;2024-06-15T19:45:13.000;20.30;0.000;4452.000;10.850
2024-06-15T23:45:23.000;2024-06-15T19:45:23.000;20.30;0.000;4461.000;10.850
2024-06-15T23:45:33.000;2024-06-15T19:45:33.000;20.30;0.000;4462.000;10.850
2024-06-15T23:45:43.000;2024-06-15T19:45:43.000;20.30;0.000;4465.000;10.850
2024-06-15T23:45:53.000;2024-06-15T19:45:53.000;20.30;0.000;4463.000;10.850
2024-06-15T23:46:03.000;2024-06-15T19:46:03.000;20.30;0.000;4463.000;10.850
2024-06-15T23:46:13.000;2024-06-15T19:46:13.000;20.30;0.000;4388.000;10.870
2024-06-15T23:46:23.000;2024-06-15T19:46:23.000;20.30;0.000;4366.000;10.870
2024-06-15T23:46:33.000;2024-06-15T19:46:33.000;20.30;0.000;4366.000;10.870
2024-06-15T23:46:43.000;2024-06-15T19:46:43.000;20.30;0.000;4367.000;10.870
2024-06-15T23:46:53.000;2024-06-15T19:46:53.000;20.30;0.000;4362.000;10.870
2024-06-15T23:47:03.000;2024-06-15T19:47:03.000;20.30;0.000;4326.000;10.880
2024-06-15T23:47:13.000;2024-06-15T19:47:13.000;20.30;0.000;4382.000;10.870
2024-06-15T23:47:23.000;2024-06-15T19:47:23.000;20.30;0.000;4434.000;10.860
2024-06-15T23:47:33.000;2024-06-15T19:47:33.000;20.30;0.000;4436.000;10.860
2024-06-15T23:47:43.000;2024-06-15T19:47:43.000;20.30;0.000;4388.000;10.870
2024-06-15T23:47:53.000;2024-06-15T19:47:53.000;20.30;0.000;4332.000;10.880
2024-06-15T23:48:03.000;2024-06-15T19:48:03.000;20.30;0.000;4334.000;10.880
2024-06-15T23:48:13.000;2024-06-15T19:48:13.000;20.30;0.000;4332.000;10.880
2024-06-15T23:48:23.000;2024-06-15T19:48:23.000;20.30;0.000;4339.000;10.880
2024-06-15T23:48:33.000;2024-06-15T19:48:33.000;20.30;0.000;4264.000;10.900
2024-06-15T23:48:43.000;2024-06-15T19:48:43.000;20.30;0.000;4245.000;10.910
2024-06-15T23:48:53.000;2024-06-15T19:48:53.000;20.30;0.000;4283.000;10.900
2024-06-15T23:49:03.000;2024-06-15T19:49:03.000;20.30;0.000;4346.000;10.880
2024-06-15T23:49:13.000;2024-06-15T19:49:13.000;20.30;0.000;4398.000;10.870
2024-06-15T23:49:23.000;2024-06-15T19:49:23.000;20.30;0.000;4320.000;10.880
2024-06-15T23:49:33.000;2024-06-15T19:49:33.000;20.30;0.000;4312.000;10.890
2024-06-15T23:49:43.000;2024-06-15T19:49:43.000;20.30;0.000;4304.000;10.890
2024-06-15T23:49:53.000;2024-06-15T19:49:53.000;20.30;0.000;4309.000;10.890
2024-06-15T23:50:03.000;2024-06-15T19:50:03.000;20.30;0.000;4270.000;10.900
2024-06-15T23:50:13.000;2024-06-15T19:50:13.000;20.30;0.000;4209.000;10.920
2024-06-15T23:50:23.000;2024-06-15T19:50:23.000;20.30;0.000;4206.000;10.920
2024-06-15T23:50:33.000;2024-06-15T19:50:33.000;20.30;0.000;4206.000;10.920
2024-06-15T23:50:43.000;2024-06-15T19:50:43.000;20.30;0.000;4245.000;10.910
2024-06-15T23:50:53.000;2024-06-15T19:50:53.000;20.30;0.000;4234.000;10.910
2024-06-15T23:51:03.000;2024-06-15T19:51:03.000;20.30;0.000;4266.000;10.900
2024-06-15T23:51:13.000;2024-06-15T19:51:13.000;20.30;0.000;4276.000;10.900
2024-06-15T23:51:23.000;2024-06-15T19:51:23.000;20.30;0.000;4282.000;10.900
2024-06-15T23:51:33.000;2024-06-15T19:51:33.000;20.30;0.000;4272.000;10.900
2024-06-15T23:51:43.000;2024-06-15T19:51:43.000;20.30;0.000;4199.000;10.920
2024-06-15T23:51:53.000;2024-06-15T19:51:53.000;20.30;0.000;4181.000;10.920
2024-06-15T23:52:03.000;2024-06-15T19:52:03.000;20.30;0.000;4183.000;10.920
2024-06-15T23:52:13.000;2024-06-15T19:52:13.000;20.30;0.000;4181.000;10.920
2024-06-15T23:52:23.000;2024-06-15T19:52:23.000;20.30;0.000;4145.000;10.930
2024-06-15T23:52:33.000;2024-06-15T19:52:33.000;20.30;0.000;4115.000;10.940
2024-06-15T23:52:43.000;2024-06-15T19:52:43.000;20.30;0.000;4160.000;10.920
2024-06-15T23:52:53.000;2024-06-15T19:52:53.000;20.30;0.000;4234.000;10.910
2024-06-15T23:53:03.000;2024-06-15T19:53:03.000;20.30;0.000;4251.000;10.910
2024-06-15T23:53:13.000;2024-06-15T19:53:13.000;20.30;0.000;4194.000;10.920
2024-06-15T23:53:23.000;2024-06-15T19:53:23.000;20.30;0.000;4148.000;10.930
2024-06-15T23:53:33.000;2024-06-15T19:53:33.000;20.30;0.000;4149.000;10.930
2024-06-15T23:53:43.000;2024-06-15T19:53:43.000;20.30;0.000;4147.000;10.930
2024-06-15T23:53:53.000;2024-06-15T19:53:53.000;20.30;0.000;4152.000;10.930
2024-06-15T23:54:03.000;2024-06-15T19:54:03.000;20.30;0.000;4072.000;10.950
2024-06-15T23:54:13.000;2024-06-15T19:54:13.000;20.30;0.000;4052.000;10.950
2024-06-15T23:54:23.000;2024-06-15T19:54:23.000;20.30;0.000;4081.000;10.950
2024-06-15T23:54:33.000;2024-06-15T19:54:33.000;20.30;0.000;4133.000;10.930
2024-06-15T23:54:43.000;2024-06-15T19:54:43.000;20.30;0.000;4184.000;10.920
2024-06-15T23:54:53.000;2024-06-15T19:54:53.000;20.30;0.000;4130.000;10.930
2024-06-15T23:55:03.000;2024-06-15T19:55:03.000;20.30;0.000;4128.000;10.930
2024-06-15T23:55:13.000;2024-06-15T19:55:13.000;20.30;0.000;4118.000;10.940
2024-06-15T23:55:23.000;2024-06-15T19:55:23.000;20.30;0.000;4120.000;10.940
2024-06-15T23:55:33.000;2024-06-15T19:55:33.000;20.30;0.000;4072.000;10.950
2024-06-15T23:55:43.000;2024-06-15T19:55:43.000;20.30;0.000;4025.000;10.960
2024-06-15T23:55:53.000;2024-06-15T19:55:53.000;20.30;0.000;4027.000;10.960
2024-06-15T23:56:03.000;2024-06-15T19:56:03.000;20.30;0.000;4022.000;10.960
2024-06-15T23:56:13.000;2024-06-15T19:56:13.000;20.30;0.000;4042.000;10.960
2024-06-15T23:56:23.000;2024-06-15T19:56:23.000;20.30;0.000;4013.000;10.970
2024-06-15T23:56:33.000;2024-06-15T19:56:33.000;20.30;0.000;4052.000;10.950
2024-06-15T23:56:43.000;2024-06-15T19:56:43.000;20.30;0.000;4094.000;10.950
2024-06-15T23:56:53.000;2024-06-15T19:56:53.000;20.30;0.000;4098.000;10.940
2024-06-15T23:57:03.000;2024-06-15T19:57:03.000;20.30;0.000;4086.000;10.950
2024-06-15T23:57:13.000;2024-06-15T19:57:13.000;20.30;0.000;4003.000;10.970
2024-06-15T23:57:23.000;2024-06-15T19:57:23.000;20.30;0.000;3995.000;10.970
2024-06-15T23:57:33.000;2024-06-15T19:57:33.000;20.30;0.000;3994.000;10.970
2024-06-15T23:57:43.000;2024-06-15T19:57:43.000;20.30;0.000;3999.000;10.970
2024-06-15T23:57:53.000;2024-06-15T19:57:53.000;20.30;0.000;3952.000;10.980
2024-06-15T23:58:03.000;2024-06-15T19:58:03.000;20.30;0.000;3910.000;10.990
2024-06-15T23:58:13.000;2024-06-15T19:58:13.000;20.30;0.000;3949.000;10.980
2024-06-15T23:58:23.000;2024-06-15T19:58:23.000;20.30;0.000;4011.000;10.970
2024-06-15T23:58:33.000;2024-06-15T19:58:33.000;20.30;0.000;4067.000;10.950
2024-06-15T23:58:43.000;2024-06-15T19:58:43.000;20.30;0.000;4001.000;10.970
2024-06-15T23:58:53.000;2024-06-15T19:58:53.000;20.30;0.000;3967.000;10.980
2024-06-15T23:59:03.000;2024-06-15T19:59:03.000;20.60;0.000;3963.000;10.980
2024-06-15T23:59:13.000;2024-06-15T19:59:13.000;20.30;0.000;3971.000;10.970
2024-06-15T23:59:23.000;2024-06-15T19:59:23.000;20.30;0.000;3958.000;10.980
2024-06-15T23:59:33.000;2024-06-15T19:59:33.000;20.30;0.000;3880.000;11.000
2024-06-15T23:59:43.000;2024-06-15T19:59:43.000;20.30;0.000;3866.000;11.010
2024-06-15T23:59:53.000;2024-06-15T19:59:53.000;20.30;0.000;3882.000;11.000
2024-06-16T00:00:03.000;2024-06-15T20:00:03.000;20.30;0.000;3921.000;10.990
2024-06-16T00:00:13.000;2024-06-15T20:00:13.000;20.30;0.000;3953.000;10.980
2024-06-16T00:00:23.000;2024-06-15T20:00:23.000;20.30;0.000;3939.000;10.980
2024-06-16T00:00:33.000;2024-06-15T20:00:33.000;20.30;0.000;3937.000;10.980
2024-06-16T00:00:43.000;2024-06-15T20:00:43.000;20.30;0.000;3933.000;10.990
2024-06-16T00:00:53.000;2024-06-15T20:00:53.000;20.30;0.000;3930.000;10.990
2024-06-16T00:01:03.000;2024-06-15T20:01:03.000;20.30;0.000;3881.000;11.000
2024-06-16T00:01:13.000;2024-06-15T20:01:13.000;20.30;0.000;3837.000;11.020
2024-06-16T00:01:23.000;2024-06-15T20:01:23.000;20.30;0.000;3838.000;11.020
2024-06-16T00:01:33.000;2024-06-15T20:01:33.000;20.30;0.000;3836.000;11.020
2024-06-16T00:01:43.000;2024-06-15T20:01:43.000;20.30;0.000;3841.000;11.010
2024-06-16T00:01:53.000;2024-06-15T20:01:53.000;20.30;0.000;3801.000;11.020
2024-06-16T00:02:03.000;2024-06-15T20:02:03.000;20.30;0.000;3825.000;11.020
2024-06-16T00:02:13.000;2024-06-15T20:02:13.000;20.30;0.000;3895.000;11.000
2024-06-16T00:02:23.000;2024-06-15T20:02:23.000;20.30;0.000;3907.000;10.990
2024-06-16T00:02:33.000;2024-06-15T20:02:33.000;20.30;0.000;3892.000;11.000
2024-06-16T00:02:43.000;2024-06-15T20:02:43.000;20.30;0.000;3809.000;11.020
2024-06-16T00:02:53.000;2024-06-15T20:02:53.000;20.30;0.000;3806.000;11.020
2024-06-16T00:03:03.000;2024-06-15T20:03:03.000;20.30;0.000;3802.000;11.020
2024-06-16T00:03:13.000;2024-06-15T20:03:13.000;20.30;0.000;3806.000;11.020
2024-06-16T00:03:23.000;2024-06-15T20:03:23.000;20.30;0.000;3757.000;11.040
2024-06-16T00:03:33.000;2024-06-15T20:03:33.000;20.30;0.000;3705.000;11.050
2024-06-16T00:03:43.000;2024-06-15T20:03:43.000;20.30;0.000;3738.000;11.040
2024-06-16T00:03:53.000;2024-06-15T20:03:53.000;20.30;0.000;3788.000;11.030
2024-06-16T00:04:03.000;2024-06-15T20:04:03.000;20.30;0.000;3863.000;11.010
2024-06-16T00:04:13.000;2024-06-15T20:04:13.000;20.30;0.000;3803.000;11.020
2024-06-16T00:04:23.000;2024-06-15T20:04:23.000;20.30;0.000;3779.000;11.030
2024-06-16T00:04:33.000;2024-06-15T20:04:33.000;20.30;0.000;3771.000;11.030
2024-06-16T00:04:43.000;2024-06-15T20:04:43.000;20.30;0.000;3775.000;11.030
2024-06-16T00:04:53.000;2024-06-15T20:04:53.000;20.30;0.000;3767.000;11.030
2024-06-16T00:05:03.000;2024-06-15T20:05:03.000;20.30;0.000;3690.000;11.060
2024-06-16T00:05:13.000;2024-06-15T20:05:13.000;20.30;0.000;3675.000;11.060
2024-06-16T00:05:23.000;2024-06-15T20:05:23.000;20.30;0.000;3673.000;11.060
2024-06-16T00:05:33.000;2024-06-15T20:05:33.000;20.30;0.000;3707.000;11.050
2024-06-16T00:05:43.000;2024-06-15T20:05:43.000;20.30;0.000;3717.000;11.050
2024-06-16T00:05:53.000;2024-06-15T20:05:53.000;20.30;0.000;3729.000;11.040
2024-06-16T00:06:03.000;2024-06-15T20:06:03.000;20.30;0.000;3749.000;11.040
2024-06-16T00:06:13.000;2024-06-15T20:06:13.000;20.30;0.000;3748.000;11.040
2024-06-16T00:06:23.000;2024-06-15T20:06:23.000;20.30;0.000;3748.000;11.040
2024-06-16T00:06:33.000;2024-06-15T20:06:33.000;20.30;0.000;3683.000;11.060
2024-06-16T00:06:43.000;2024-06-15T20:06:43.000;20.30;0.000;3648.000;11.070
2024-06-16T00:06:53.000;2024-06-15T20:06:53.000;20.30;0.000;3645.000;11.070
2024-06-16T00:07:03.000;2024-06-15T20:07:03.000;20.30;0.000;3648.000;11.070
2024-06-16T00:07:13.000;2024-06-15T20:07:13.000;20.30;0.000;3646.000;11.070
2024-06-16T00:07:23.000;2024-06-15T20:07:23.000;20.30;0.000;3586.000;11.080
2024-06-16T00:07:33.000;2024-06-15T20:07:33.000;20.30;0.000;3613.000;11.080
2024-06-16T00:07:43.000;2024-06-15T20:07:43.000;20.30;0.000;3679.000;11.060
2024-06-16T00:07:53.000;2024-06-15T20:07:53.000;20.30;0.000;3724.000;11.050
2024-06-16T00:08:03.000;2024-06-15T20:08:03.000;20.30;0.000;3696.000;11.050
2024-06-16T00:08:13.000;2024-06-15T20:08:13.000;20.30;0.000;3625.000;11.070
2024-06-16T00:08:23.000;2024-06-15T20:08:23.000;20.30;0.000;3618.000;11.070
2024-06-16T00:08:33.000;2024-06-15T20:08:33.000;20.30;0.000;3618.000;11.070
2024-06-16T00:08:43.000;2024-06-15T20:08:43.000;20.30;0.000;3620.000;11.070
2024-06-16T00:08:53.000;2024-06-15T20:08:53.000;20.30;0.000;3565.000;11.100
