# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: SQM_LU-MacLeish
# Data supplier: Mariana Abarca / Smith College Biology Department
# Location name: Smith College - MacLeish Field Station
# Position: 42.449183, -72.679909, 170
# Local timezone: UTC-4
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 5796
# SQM firmware version: 79
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000006,00000079,00005796
# SQM readout test rx: r, 08.84m,0000028356Hz,0000000000c,0000000.000s, 020.3C
# SQM readout test cx: c,00000019.97m,0000215.540s, 020.3C,00000008.71m, 020.9C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-06-28T23:31:36.000;2024-06-28T19:31:36.000;20.30;0.000;4963.000;10.730
2024-06-28T23:31:41.000;2024-06-28T19:31:41.000;20.30;0.000;4963.000;10.730
2024-06-28T23:31:46.000;2024-06-28T19:31:46.000;20.30;0.000;4959.000;10.740
2024-06-28T23:31:51.000;2024-06-28T19:31:51.000;20.30;0.000;4960.000;10.730
2024-06-28T23:31:56.000;2024-06-28T19:31:56.000;20.30;0.000;4951.000;10.740
2024-06-28T23:32:01.000;2024-06-28T19:32:01.000;20.30;0.000;4961.000;10.730
2024-06-28T23:32:06.000;2024-06-28T19:32:06.000;20.30;0.000;4974.000;10.730
2024-06-28T23:32:11.000;2024-06-28T19:32:11.000;20.30;0.000;4963.000;10.730
2024-06-28T23:32:16.000;2024-06-28T19:32:16.000;20.30;0.000;4992.000;10.730
2024-06-28T23:32:21.000;2024-06-28T19:32:21.000;20.30;0.000;5008.000;10.730
2024-06-28T23:32:26.000;2024-06-28T19:32:26.000;20.30;0.000;5024.000;10.720
2024-06-28T23:32:31.000;2024-06-28T19:32:31.000;20.30;0.000;5034.000;10.720
2024-06-28T23:32:36.000;2024-06-28T19:32:36.000;20.30;0.000;5042.000;10.720
2024-06-28T23:32:41.000;2024-06-28T19:32:41.000;20.30;0.000;5044.000;10.720
2024-06-28T23:32:46.000;2024-06-28T19:32:46.000;20.30;0.000;5024.000;10.720
2024-06-28T23:32:51.000;2024-06-28T19:32:51.000;20.30;0.000;5032.000;10.720
2024-06-28T23:32:56.000;2024-06-28T19:32:56.000;20.30;0.000;5074.000;10.710
2024-06-28T23:33:01.000;2024-06-28T19:33:01.000;20.30;0.000;5076.000;10.710
2024-06-28T23:33:06.000;2024-06-28T19:33:06.000;20.30;0.000;5078.000;10.710
2024-06-28T23:33:11.000;2024-06-28T19:33:11.000;20.30;0.000;5064.000;10.710
2024-06-28T23:33:16.000;2024-06-28T19:33:16.000;20.30;0.000;5116.000;10.710
2024-06-28T23:33:21.000;2024-06-28T19:33:21.000;20.30;0.000;5123.000;10.700
2024-06-28T23:33:26.000;2024-06-28T19:33:26.000;20.30;0.000;5126.000;10.700
2024-06-28T23:33:31.000;2024-06-28T19:33:31.000;20.30;0.000;5140.000;10.700
2024-06-28T23:33:36.000;2024-06-28T19:33:36.000;20.30;0.000;5148.000;10.700
2024-06-28T23:33:41.000;2024-06-28T19:33:41.000;20.30;0.000;5147.000;10.700
2024-06-28T23:33:46.000;2024-06-28T19:33:46.000;20.30;0.000;5160.000;10.690
2024-06-28T23:33:51.000;2024-06-28T19:33:51.000;20.30;0.000;5171.000;10.690
2024-06-28T23:33:56.000;2024-06-28T19:33:56.000;20.30;0.000;5196.000;10.690
2024-06-28T23:34:01.000;2024-06-28T19:34:01.000;20.30;0.000;5195.000;10.690
2024-06-28T23:34:06.000;2024-06-28T19:34:06.000;20.30;0.000;5219.000;10.680
2024-06-28T23:34:11.000;2024-06-28T19:34:11.000;20.30;0.000;5215.000;10.690
2024-06-28T23:34:16.000;2024-06-28T19:34:16.000;20.30;0.000;5216.000;10.680
2024-06-28T23:34:21.000;2024-06-28T19:34:21.000;20.30;0.000;5227.000;10.680
2024-06-28T23:34:26.000;2024-06-28T19:34:26.000;20.30;0.000;5228.000;10.680
2024-06-28T23:34:31.000;2024-06-28T19:34:31.000;20.30;0.000;5221.000;10.680
2024-06-28T23:34:36.000;2024-06-28T19:34:36.000;20.30;0.000;5202.000;10.690
2024-06-28T23:34:41.000;2024-06-28T19:34:41.000;20.30;0.000;5203.000;10.690
2024-06-28T23:34:46.000;2024-06-28T19:34:46.000;20.30;0.000;5210.000;10.690
2024-06-28T23:34:51.000;2024-06-28T19:34:51.000;20.30;0.000;5211.000;10.690
2024-06-28T23:34:56.000;2024-06-28T19:34:56.000;20.30;0.000;5219.000;10.680
2024-06-28T23:35:01.000;2024-06-28T19:35:01.000;20.30;0.000;5222.000;10.680
2024-06-28T23:35:06.000;2024-06-28T19:35:06.000;20.30;0.000;5235.000;10.680
2024-06-28T23:35:11.000;2024-06-28T19:35:11.000;20.30;0.000;5240.000;10.680
2024-06-28T23:35:16.000;2024-06-28T19:35:16.000;20.30;0.000;5251.000;10.670
2024-06-28T23:35:21.000;2024-06-28T19:35:21.000;20.30;0.000;5257.000;10.670
2024-06-28T23:35:26.000;2024-06-28T19:35:26.000;20.30;0.000;5262.000;10.670
2024-06-28T23:35:31.000;2024-06-28T19:35:31.000;20.30;0.000;5265.000;10.670
2024-06-28T23:35:36.000;2024-06-28T19:35:36.000;20.30;0.000;5270.000;10.670
2024-06-28T23:35:41.000;2024-06-28T19:35:41.000;20.30;0.000;5274.000;10.670
2024-06-28T23:35:46.000;2024-06-28T19:35:46.000;20.30;0.000;5278.000;10.670
2024-06-28T23:35:51.000;2024-06-28T19:35:51.000;20.30;0.000;5281.000;10.670
2024-06-28T23:35:56.000;2024-06-28T19:35:56.000;20.30;0.000;5296.000;10.670
2024-06-28T23:36:01.000;2024-06-28T19:36:01.000;20.30;0.000;5305.000;10.670
2024-06-28T23:36:06.000;2024-06-28T19:36:06.000;20.30;0.000;5308.000;10.670
2024-06-28T23:36:11.000;2024-06-28T19:36:11.000;20.30;0.000;5314.000;10.660
2024-06-28T23:36:16.000;2024-06-28T19:36:16.000;20.30;0.000;5322.000;10.660
2024-06-28T23:36:21.000;2024-06-28T19:36:21.000;20.30;0.000;5325.000;10.660
2024-06-28T23:36:26.000;2024-06-28T19:36:26.000;20.30;0.000;5334.000;10.660
2024-06-28T23:36:31.000;2024-06-28T19:36:31.000;20.30;0.000;5351.000;10.650
2024-06-28T23:36:36.000;2024-06-28T19:36:36.000;20.30;0.000;5364.000;10.650
2024-06-28T23:36:41.000;2024-06-28T19:36:41.000;20.30;0.000;5370.000;10.650
2024-06-28T23:36:46.000;2024-06-28T19:36:46.000;20.30;0.000;5378.000;10.650
2024-06-28T23:36:51.000;2024-06-28T19:36:51.000;20.30;0.000;5384.000;10.650
2024-06-28T23:36:56.000;2024-06-28T19:36:56.000;20.30;0.000;5387.000;10.650
2024-06-28T23:37:01.000;2024-06-28T19:37:01.000;20.60;0.000;5386.000;10.650
2024-06-28T23:37:06.000;2024-06-28T19:37:06.000;20.30;0.000;5375.000;10.650
2024-06-28T23:37:11.000;2024-06-28T19:37:11.000;20.30;0.000;5371.000;10.650
2024-06-28T23:37:16.000;2024-06-28T19:37:16.000;20.30;0.000;5353.000;10.650
2024-06-28T23:37:21.000;2024-06-28T19:37:21.000;20.30;0.000;5351.000;10.650
2024-06-28T23:37:26.000;2024-06-28T19:37:26.000;20.30;0.000;5350.000;10.650
2024-06-28T23:37:31.000;2024-06-28T19:37:31.000;20.30;0.000;5350.000;10.650
2024-06-28T23:37:36.000;2024-06-28T19:37:36.000;20.30;0.000;5379.000;10.650
2024-06-28T23:37:41.000;2024-06-28T19:37:41.000;20.30;0.000;5378.000;10.650
2024-06-28T23:37:46.000;2024-06-28T19:37:46.000;20.30;0.000;5371.000;10.650
2024-06-28T23:37:51.000;2024-06-28T19:37:51.000;20.30;0.000;5371.000;10.650
2024-06-28T23:37:56.000;2024-06-28T19:37:56.000;20.30;0.000;5370.000;10.650
2024-06-28T23:38:01.000;2024-06-28T19:38:01.000;20.30;0.000;5364.000;10.650
2024-06-28T23:38:06.000;2024-06-28T19:38:06.000;20.30;0.000;5375.000;10.650
2024-06-28T23:38:11.000;2024-06-28T19:38:11.000;20.30;0.000;5367.000;10.650
2024-06-28T23:38:16.000;2024-06-28T19:38:16.000;20.30;0.000;5365.000;10.650
2024-06-28T23:38:21.000;2024-06-28T19:38:21.000;20.30;0.000;5358.000;10.650
2024-06-28T23:38:26.000;2024-06-28T19:38:26.000;20.30;0.000;5351.000;10.650
2024-06-28T23:38:31.000;2024-06-28T19:38:31.000;20.30;0.000;5344.000;10.650
2024-06-28T23:38:36.000;2024-06-28T19:38:36.000;20.30;0.000;5341.000;10.660
2024-06-28T23:38:41.000;2024-06-28T19:38:41.000;20.30;0.000;5338.000;10.660
2024-06-28T23:38:46.000;2024-06-28T19:38:46.000;20.30;0.000;5352.000;10.650
2024-06-28T23:38:51.000;2024-06-28T19:38:51.000;20.30;0.000;5344.000;10.650
2024-06-28T23:38:56.000;2024-06-28T19:38:56.000;20.30;0.000;5327.000;10.660
2024-06-28T23:39:01.000;2024-06-28T19:39:01.000;20.30;0.000;5317.000;10.660
2024-06-28T23:39:06.000;2024-06-28T19:39:06.000;20.30;0.000;5305.000;10.670
2024-06-28T23:39:11.000;2024-06-28T19:39:11.000;20.30;0.000;5299.000;10.670
2024-06-28T23:39:16.000;2024-06-28T19:39:16.000;20.30;0.000;5293.000;10.670
2024-06-28T23:39:21.000;2024-06-28T19:39:21.000;20.30;0.000;5289.000;10.670
2024-06-28T23:39:26.000;2024-06-28T19:39:26.000;20.30;0.000;5272.000;10.670
2024-06-28T23:39:31.000;2024-06-28T19:39:31.000;20.30;0.000;5269.000;10.670
2024-06-28T23:39:36.000;2024-06-28T19:39:36.000;20.30;0.000;5257.000;10.670
2024-06-28T23:39:41.000;2024-06-28T19:39:41.000;20.30;0.000;5243.000;10.680
2024-06-28T23:39:46.000;2024-06-28T19:39:46.000;20.30;0.000;5228.000;10.680
2024-06-28T23:39:51.000;2024-06-28T19:39:51.000;20.30;0.000;5221.000;10.680
2024-06-28T23:39:56.000;2024-06-28T19:39:56.000;20.30;0.000;5201.000;10.690
2024-06-28T23:40:01.000;2024-06-28T19:40:01.000;20.30;0.000;5189.000;10.690
2024-06-28T23:40:06.000;2024-06-28T19:40:06.000;20.30;0.000;5173.000;10.690
2024-06-28T23:40:11.000;2024-06-28T19:40:11.000;20.30;0.000;5158.000;10.690
2024-06-28T23:40:16.000;2024-06-28T19:40:16.000;20.30;0.000;5143.000;10.700
2024-06-28T23:40:21.000;2024-06-28T19:40:21.000;20.30;0.000;5133.000;10.700
2024-06-28T23:40:26.000;2024-06-28T19:40:26.000;20.30;0.000;5121.000;10.700
2024-06-28T23:40:31.000;2024-06-28T19:40:31.000;20.30;0.000;5110.000;10.710
2024-06-28T23:40:36.000;2024-06-28T19:40:36.000;20.30;0.000;5092.000;10.710
2024-06-28T23:40:41.000;2024-06-28T19:40:41.000;20.30;0.000;5082.000;10.710
2024-06-28T23:40:46.000;2024-06-28T19:40:46.000;20.30;0.000;5063.000;10.710
2024-06-28T23:40:51.000;2024-06-28T19:40:51.000;20.30;0.000;5057.000;10.710
2024-06-28T23:40:56.000;2024-06-28T19:40:56.000;20.30;0.000;5042.000;10.720
2024-06-28T23:41:01.000;2024-06-28T19:41:01.000;20.30;0.000;5026.000;10.720
2024-06-28T23:41:06.000;2024-06-28T19:41:06.000;20.30;0.000;5003.000;10.730
2024-06-28T23:41:11.000;2024-06-28T19:41:11.000;20.30;0.000;4997.000;10.730
2024-06-28T23:41:16.000;2024-06-28T19:41:16.000;20.30;0.000;4983.000;10.730
2024-06-28T23:41:21.000;2024-06-28T19:41:21.000;20.30;0.000;4980.000;10.730
2024-06-28T23:41:26.000;2024-06-28T19:41:26.000;20.30;0.000;4977.000;10.730
2024-06-28T23:41:31.000;2024-06-28T19:41:31.000;20.30;0.000;4982.000;10.730
2024-06-28T23:41:36.000;2024-06-28T19:41:36.000;20.30;0.000;4988.000;10.730
2024-06-28T23:41:41.000;2024-06-28T19:41:41.000;20.30;0.000;4998.000;10.730
2024-06-28T23:41:46.000;2024-06-28T19:41:46.000;20.30;0.000;5004.000;10.730
2024-06-28T23:41:51.000;2024-06-28T19:41:51.000;20.30;0.000;5004.000;10.730
2024-06-28T23:41:56.000;2024-06-28T19:41:56.000;20.30;0.000;5002.000;10.730
2024-06-28T23:42:01.000;2024-06-28T19:42:01.000;20.30;0.000;4993.000;10.730
2024-06-28T23:42:06.000;2024-06-28T19:42:06.000;20.30;0.000;4990.000;10.730
2024-06-28T23:42:11.000;2024-06-28T19:42:11.000;20.30;0.000;4984.000;10.730
2024-06-28T23:42:16.000;2024-06-28T19:42:16.000;20.30;0.000;4970.000;10.730
2024-06-28T23:42:21.000;2024-06-28T19:42:21.000;20.30;0.000;4958.000;10.740
2024-06-28T23:42:26.000;2024-06-28T19:42:26.000;20.30;0.000;4937.000;10.740
2024-06-28T23:42:31.000;2024-06-28T19:42:31.000;20.30;0.000;4919.000;10.750
2024-06-28T23:42:36.000;2024-06-28T19:42:36.000;20.30;0.000;4894.000;10.750
2024-06-28T23:42:41.000;2024-06-28T19:42:41.000;20.30;0.000;4877.000;10.750
2024-06-28T23:42:46.000;2024-06-28T19:42:46.000;20.30;0.000;4848.000;10.760
2024-06-28T23:42:51.000;2024-06-28T19:42:51.000;20.30;0.000;4826.000;10.770
2024-06-28T23:42:56.000;2024-06-28T19:42:56.000;20.30;0.000;4797.000;10.780
2024-06-28T23:43:01.000;2024-06-28T19:43:01.000;20.30;0.000;4776.000;10.780
2024-06-28T23:43:06.000;2024-06-28T19:43:06.000;20.30;0.000;4746.000;10.780
2024-06-28T23:43:11.000;2024-06-28T19:43:11.000;20.30;0.000;4724.000;10.790
2024-06-28T23:43:16.000;2024-06-28T19:43:16.000;20.30;0.000;4697.000;10.800
2024-06-28T23:43:21.000;2024-06-28T19:43:21.000;20.30;0.000;4681.000;10.800
2024-06-28T23:43:26.000;2024-06-28T19:43:26.000;20.30;0.000;4657.000;10.810
2024-06-28T23:43:31.000;2024-06-28T19:43:31.000;20.30;0.000;4643.000;10.810
2024-06-28T23:43:36.000;2024-06-28T19:43:36.000;20.30;0.000;4624.000;10.810
2024-06-28T23:43:41.000;2024-06-28T19:43:41.000;20.30;0.000;4612.000;10.810
2024-06-28T23:43:46.000;2024-06-28T19:43:46.000;20.30;0.000;4599.000;10.820
2024-06-28T23:43:51.000;2024-06-28T19:43:51.000;20.30;0.000;4588.000;10.820
2024-06-28T23:43:56.000;2024-06-28T19:43:56.000;20.30;0.000;4574.000;10.830
2024-06-28T23:44:01.000;2024-06-28T19:44:01.000;20.30;0.000;4561.000;10.830
2024-06-28T23:44:06.000;2024-06-28T19:44:06.000;20.30;0.000;4553.000;10.830
2024-06-28T23:44:11.000;2024-06-28T19:44:11.000;20.30;0.000;4539.000;10.840
2024-06-28T23:44:16.000;2024-06-28T19:44:16.000;20.30;0.000;4522.000;10.840
2024-06-28T23:44:21.000;2024-06-28T19:44:21.000;20.30;0.000;4509.000;10.850
2024-06-28T23:44:26.000;2024-06-28T19:44:26.000;20.30;0.000;4504.000;10.850
2024-06-28T23:44:31.000;2024-06-28T19:44:31.000;20.30;0.000;4505.000;10.850
2024-06-28T23:44:36.000;2024-06-28T19:44:36.000;20.30;0.000;4499.000;10.850
2024-06-28T23:44:41.000;2024-06-28T19:44:41.000;20.30;0.000;4498.000;10.850
2024-06-28T23:44:46.000;2024-06-28T19:44:46.000;20.30;0.000;4494.000;10.850
2024-06-28T23:44:51.000;2024-06-28T19:44:51.000;20.30;0.000;4490.000;10.850
2024-06-28T23:44:56.000;2024-06-28T19:44:56.000;20.30;0.000;4489.000;10.850
2024-06-28T23:45:01.000;2024-06-28T19:45:01.000;20.30;0.000;4481.000;10.850
2024-06-28T23:45:06.000;2024-06-28T19:45:06.000;20.30;0.000;4475.000;10.850
2024-06-28T23:45:11.000;2024-06-28T19:45:11.000;20.30;0.000;4469.000;10.850
2024-06-28T23:45:16.000;2024-06-28T19:45:16.000;20.30;0.000;4455.000;10.850
2024-06-28T23:45:21.000;2024-06-28T19:45:21.000;20.30;0.000;4449.000;10.850
2024-06-28T23:45:26.000;2024-06-28T19:45:26.000;20.30;0.000;4439.000;10.860
2024-06-28T23:45:31.000;2024-06-28T19:45:31.000;20.30;0.000;4428.000;10.860
2024-06-28T23:45:36.000;2024-06-28T19:45:36.000;20.30;0.000;4413.000;10.870
2024-06-28T23:45:41.000;2024-06-28T19:45:41.000;20.30;0.000;4408.000;10.870
2024-06-28T23:45:46.000;2024-06-28T19:45:46.000;20.30;0.000;4396.000;10.870
2024-06-28T23:45:51.000;2024-06-28T19:45:51.000;20.30;0.000;4385.000;10.870
2024-06-28T23:45:56.000;2024-06-28T19:45:56.000;20.30;0.000;4376.000;10.870
2024-06-28T23:46:01.000;2024-06-28T19:46:01.000;20.30;0.000;4367.000;10.870
2024-06-28T23:46:06.000;2024-06-28T19:46:06.000;20.30;0.000;4352.000;10.870
2024-06-28T23:46:11.000;2024-06-28T19:46:11.000;20.30;0.000;4343.000;10.880
2024-06-28T23:46:16.000;2024-06-28T19:46:16.000;20.30;0.000;4333.000;10.880
2024-06-28T23:46:21.000;2024-06-28T19:46:21.000;20.30;0.000;4325.000;10.880
2024-06-28T23:46:26.000;2024-06-28T19:46:26.000;20.30;0.000;4320.000;10.880
2024-06-28T23:46:31.000;2024-06-28T19:46:31.000;20.30;0.000;4311.000;10.890
2024-06-28T23:46:36.000;2024-06-28T19:46:36.000;20.30;0.000;4296.000;10.890
2024-06-28T23:46:41.000;2024-06-28T19:46:41.000;20.30;0.000;4288.000;10.890
2024-06-28T23:46:46.000;2024-06-28T19:46:46.000;20.30;0.000;4280.000;10.900
2024-06-28T23:46:51.000;2024-06-28T19:46:51.000;20.30;0.000;4276.000;10.900
2024-06-28T23:46:56.000;2024-06-28T19:46:56.000;20.30;0.000;4273.000;10.900
2024-06-28T23:47:01.000;2024-06-28T19:47:01.000;20.30;0.000;4270.000;10.900
2024-06-28T23:47:06.000;2024-06-28T19:47:06.000;20.30;0.000;4263.000;10.900
2024-06-28T23:47:11.000;2024-06-28T19:47:11.000;20.30;0.000;4261.000;10.900
2024-06-28T23:47:16.000;2024-06-28T19:47:16.000;20.30;0.000;4250.000;10.910
2024-06-28T23:47:21.000;2024-06-28T19:47:21.000;20.30;0.000;4244.000;10.910
2024-06-28T23:47:26.000;2024-06-28T19:47:26.000;20.30;0.000;4234.000;10.910
2024-06-28T23:47:31.000;2024-06-28T19:47:31.000;20.30;0.000;4227.000;10.910
2024-06-28T23:47:36.000;2024-06-28T19:47:36.000;20.30;0.000;4217.000;10.920
2024-06-28T23:47:41.000;2024-06-28T19:47:41.000;20.30;0.000;4213.000;10.920
2024-06-28T23:47:46.000;2024-06-28T19:47:46.000;20.30;0.000;4205.000;10.920
2024-06-28T23:47:51.000;2024-06-28T19:47:51.000;20.30;0.000;4199.000;10.920
2024-06-28T23:47:56.000;2024-06-28T19:47:56.000;20.30;0.000;4197.000;10.920
2024-06-28T23:48:01.000;2024-06-28T19:48:01.000;20.30;0.000;4186.000;10.920
2024-06-28T23:48:06.000;2024-06-28T19:48:06.000;20.30;0.000;4179.000;10.920
2024-06-28T23:48:11.000;2024-06-28T19:48:11.000;20.30;0.000;4173.000;10.920
2024-06-28T23:48:16.000;2024-06-28T19:48:16.000;20.30;0.000;4170.000;10.920
2024-06-28T23:48:21.000;2024-06-28T19:48:21.000;20.30;0.000;4166.000;10.920
2024-06-28T23:48:26.000;2024-06-28T19:48:26.000;20.30;0.000;4162.000;10.920
2024-06-28T23:48:31.000;2024-06-28T19:48:31.000;20.30;0.000;4155.000;10.930
2024-06-28T23:48:36.000;2024-06-28T19:48:36.000;20.30;0.000;4148.000;10.930
2024-06-28T23:48:41.000;2024-06-28T19:48:41.000;20.30;0.000;4146.000;10.930
2024-06-28T23:48:46.000;2024-06-28T19:48:46.000;20.30;0.000;4135.000;10.930
2024-06-28T23:48:51.000;2024-06-28T19:48:51.000;20.30;0.000;4133.000;10.930
2024-06-28T23:48:56.000;2024-06-28T19:48:56.000;20.30;0.000;4130.000;10.930
2024-06-28T23:49:01.000;2024-06-28T19:49:01.000;20.30;0.000;4126.000;10.940
2024-06-28T23:49:06.000;2024-06-28T19:49:06.000;20.30;0.000;4115.000;10.940
2024-06-28T23:49:11.000;2024-06-28T19:49:11.000;20.30;0.000;4112.000;10.940
2024-06-28T23:49:16.000;2024-06-28T19:49:16.000;20.30;0.000;4102.000;10.940
2024-06-28T23:49:21.000;2024-06-28T19:49:21.000;20.30;0.000;4097.000;10.940
2024-06-28T23:49:26.000;2024-06-28T19:49:26.000;20.30;0.000;4091.000;10.950
2024-06-28T23:49:31.000;2024-06-28T19:49:31.000;20.30;0.000;4085.000;10.950
2024-06-28T23:49:36.000;2024-06-28T19:49:36.000;20.30;0.000;4077.000;10.950
